h   r   t   tau
Vietnam	Decline comment	China	2014-05-27
Vietnam	Decline comment	China	2014-06-19
Vietnam	Decline comment	China	2014-10-29
Vietnam	Decline comment	China	2014-10-28
Vietnam	Decline comment	China	2014-02-25
Vietnam	Decline comment	China	2014-07-12
Vietnam	Decline comment	China	2014-05-16
Vietnam	Decline comment	China	2014-12-26
Raj Thackeray	Decline comment	Citizen (India)	2014-02-12
Vietnam	Decline comment	China	2014-05-05
Citizen (India)	Demand change in leadership	Head of Government (India)	2014-04-03
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-01-22
Citizen (India)	Demand change in leadership	Head of Government (India)	2014-01-28
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-12-11
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-04-24
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-03-28
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-12-03
Citizen (India)	Demand change in leadership	Head of Government (India)	2014-01-26
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-02-26
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-02-19
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-12-16
Citizen (India)	Demand change in leadership	Head of Government (India)	2014-12-16
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-11-25
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-03-20
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-12-18
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-09-25
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-07-06
Head of Government (India)	Demand change in leadership	Citizen (India)	2014-05-30
Citizen (India)	Demand change in leadership	Head of Government (India)	2014-07-18
Lawyer/Attorney (South Korea)	Refuse to de-escalate military engagement	Citizen (South Korea)	2014-10-07
Lawyer/Attorney (South Korea)	Refuse to de-escalate military engagement	Citizen (South Korea)	2014-05-17
Lawyer/Attorney (South Korea)	Refuse to de-escalate military engagement	Citizen (South Korea)	2014-05-15
Lawyer/Attorney (South Korea)	Refuse to de-escalate military engagement	Citizen (South Korea)	2014-12-03
Lawyer/Attorney (South Korea)	Refuse to de-escalate military engagement	Citizen (South Korea)	2014-04-22
Lawyer/Attorney (South Korea)	Refuse to de-escalate military engagement	Citizen (South Korea)	2014-06-21
Lawyer/Attorney (South Korea)	Refuse to de-escalate military engagement	Citizen (South Korea)	2014-08-21
Iraq	Provide military protection or peacekeeping	Iran	2014-11-26
Iraq	Provide military protection or peacekeeping	Iran	2014-12-11
Iraq	Provide military protection or peacekeeping	Iran	2014-09-28
Iraq	Provide military protection or peacekeeping	Iran	2014-10-25
Iraq	Provide military protection or peacekeeping	Iran	2014-05-18
Iraq	Provide military protection or peacekeeping	Iran	2014-09-24
Iraq	Provide military protection or peacekeeping	Iran	2014-10-22
Iraq	Provide military protection or peacekeeping	Iran	2014-09-12
Iraq	Provide military protection or peacekeeping	Iran	2014-05-08
Iraq	Provide military protection or peacekeeping	Iran	2014-10-21
Iraq	Provide military protection or peacekeeping	Iran	2014-02-25
Iraq	Provide military protection or peacekeeping	Iran	2014-06-02
Iraq	Provide military protection or peacekeeping	Iran	2014-12-31
Iraq	Provide military protection or peacekeeping	Iran	2014-07-26
Iraq	Provide military protection or peacekeeping	Iran	2014-10-29
Iraq	Provide military protection or peacekeeping	Iran	2014-01-15
South Sudan	Provide military protection or peacekeeping	China	2014-09-11
North Korea	Appeal to others to meet or negotiate	China	2014-03-21
Citizen (India)	Appeal to others to meet or negotiate	Amit Shah	2014-12-29
North Korea	Appeal to others to meet or negotiate	China	2014-05-31
North Korea	Appeal to others to meet or negotiate	China	2014-07-01
North Korea	Appeal to others to meet or negotiate	China	2014-03-03
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-12-01
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-06-17
Barack Obama	Sign formal agreement	Xi Jinping	2014-03-27
Japan	Sign formal agreement	South Korea	2014-11-16
South Korea	Sign formal agreement	Japan	2014-05-31
Iran	Sign formal agreement	Iraq	2014-06-18
Iraq	Sign formal agreement	Iran	2014-09-24
Iraq	Sign formal agreement	Iran	2014-10-22
South Korea	Sign formal agreement	China	2014-12-08
Iran	Sign formal agreement	Iraq	2014-12-30
Iran	Sign formal agreement	Iraq	2014-06-26
Japan	Sign formal agreement	China	2014-08-11
China	Sign formal agreement	South Korea	2014-05-20
North Korea	Sign formal agreement	South Korea	2014-10-20
Iran	Sign formal agreement	Iraq	2014-06-24
China	Sign formal agreement	South Africa	2014-12-11
Iran	Sign formal agreement	Iraq	2014-12-26
Japan	Sign formal agreement	China	2014-01-10
North Atlantic Treaty Organization	Sign formal agreement	Afghanistan	2014-10-13
North Korea	Sign formal agreement	South Korea	2014-07-14
North Korea	Sign formal agreement	Japan	2014-07-27
Iran	Sign formal agreement	Iraq	2014-07-02
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-04-11
China	Sign formal agreement	South Korea	2014-11-15
Malaysia	Sign formal agreement	China	2014-10-05
Iran	Sign formal agreement	Iraq	2014-12-30
Malaysia	Sign formal agreement	China	2014-06-05
Barack Obama	Sign formal agreement	Afghanistan	2014-01-30
Barack Obama	Sign formal agreement	Afghanistan	2014-08-24
Myanmar	Sign formal agreement	Thailand	2014-06-06
Iran	Sign formal agreement	Iraq	2014-08-28
China	Sign formal agreement	South Africa	2014-05-12
Japan	Sign formal agreement	South Korea	2014-11-11
Tajikistan	Sign formal agreement	Afghanistan	2014-12-25
North Korea	Sign formal agreement	Japan	2014-10-04
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-04-06
North Korea	Sign formal agreement	Japan	2014-03-05
South Korea	Sign formal agreement	Japan	2014-11-11
Government (Pakistan)	Sign formal agreement	Imran Khan	2014-08-20
Japan	Sign formal agreement	South Korea	2014-08-25
North Korea	Sign formal agreement	Japan	2014-06-19
Iran	Sign formal agreement	Iraq	2014-09-28
Japan	Sign formal agreement	South Korea	2014-07-28
North Korea	Sign formal agreement	Japan	2014-04-04
North Korea	Sign formal agreement	Japan	2014-08-10
China	Sign formal agreement	Iran	2014-06-03
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-07-15
North Korea	Sign formal agreement	Japan	2014-07-04
Barack Obama	Sign formal agreement	Xi Jinping	2014-10-19
Japan	Sign formal agreement	South Korea	2014-02-18
Japan	Sign formal agreement	South Korea	2014-03-20
Japan	Sign formal agreement	South Korea	2014-07-02
Iran	Sign formal agreement	Iraq	2014-06-19
North Korea	Sign formal agreement	Japan	2014-05-23
Iran	Sign formal agreement	Iraq	2014-07-06
Iraq	Sign formal agreement	Iran	2014-09-12
North Korea	Sign formal agreement	Japan	2014-11-28
North Korea	Sign formal agreement	South Korea	2014-12-30
North Korea	Sign formal agreement	South Korea	2014-01-23
North Korea	Sign formal agreement	South Korea	2014-11-28
Abdullah Abdullah	Sign formal agreement	Ashraf Ghani Ahmadzai	2014-06-06
South Korea	Sign formal agreement	Japan	2014-01-22
Japan	Sign formal agreement	South Korea	2014-01-21
North Korea	Sign formal agreement	South Korea	2014-02-25
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-08-18
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-10-15
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-04-16
North Korea	Sign formal agreement	South Korea	2014-11-23
Iraq	Sign formal agreement	Iran	2014-05-08
Iran	Sign formal agreement	Iraq	2014-12-09
China	Sign formal agreement	South Korea	2014-07-28
South Korea	Sign formal agreement	Japan	2014-03-18
South Korea	Sign formal agreement	Japan	2014-06-23
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-04-09
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-07-09
South Korea	Sign formal agreement	Japan	2014-08-30
South Korea	Sign formal agreement	Japan	2014-02-11
China	Sign formal agreement	South Korea	2014-11-03
South Korea	Sign formal agreement	China	2014-02-17
South Korea	Sign formal agreement	Japan	2014-04-13
Japan	Sign formal agreement	South Korea	2014-03-16
Barack Obama	Sign formal agreement	Xi Jinping	2014-11-03
Barack Obama	Sign formal agreement	Xi Jinping	2014-11-06
China	Sign formal agreement	Iran	2014-04-17
North Korea	Sign formal agreement	Japan	2014-10-22
North Korea	Sign formal agreement	South Korea	2014-02-03
Canada	Sign formal agreement	South Korea	2014-03-09
Malaysia	Sign formal agreement	China	2014-05-04
Mexico	Sign formal agreement	Iran	2014-01-10
China	Sign formal agreement	France	2014-02-03
Ashraf Ghani Ahmadzai	Sign formal agreement	China	2014-10-25
Japan	Sign formal agreement	South Korea	2014-11-23
Kuwait	Sign formal agreement	Iran	2014-09-20
Tajikistan	Sign formal agreement	Iran	2014-09-10
South Korea	Sign formal agreement	Japan	2014-07-12
Japan	Sign formal agreement	South Korea	2014-11-20
Japan	Sign formal agreement	South Korea	2014-04-03
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-03-07
Japan	Sign formal agreement	South Korea	2014-11-21
South Korea	Sign formal agreement	China	2014-09-11
Abdullah Abdullah	Sign formal agreement	Ashraf Ghani Ahmadzai	2014-09-17
Japan	Sign formal agreement	South Korea	2014-07-19
Catherine Ashton	Sign formal agreement	John Kerry	2014-10-10
Ashraf Ghani Ahmadzai	Sign formal agreement	China	2014-10-22
Barack Obama	Sign formal agreement	Xi Jinping	2014-07-14
South Korea	Sign formal agreement	Japan	2014-07-18
China	Sign formal agreement	South Korea	2014-09-06
North Korea	Sign formal agreement	Japan	2014-06-29
Tajikistan	Sign formal agreement	Iran	2014-06-13
China	Sign formal agreement	France	2014-02-04
China	Sign formal agreement	South Korea	2014-05-22
France	Sign formal agreement	Japan	2014-06-04
Japan	Sign formal agreement	China	2014-11-08
Iran	Sign formal agreement	Iraq	2014-12-03
China	Sign formal agreement	South Korea	2014-09-11
South Korea	Sign formal agreement	China	2014-02-10
South Korea	Sign formal agreement	Japan	2014-02-25
South Korea	Sign formal agreement	China	2014-10-16
North Korea	Sign formal agreement	Japan	2014-08-04
Mexico	Sign formal agreement	Iran	2014-01-13
Japan	Sign formal agreement	China	2014-06-30
South Korea	Sign formal agreement	Japan	2014-05-15
North Korea	Sign formal agreement	South Korea	2014-01-21
Labor Union (Bulgaria)	Sign formal agreement	Business (Bulgaria)	2014-07-09
Iran	Sign formal agreement	China	2014-02-17
Ashraf Ghani Ahmadzai	Sign formal agreement	John Kerry	2014-07-08
United Arab Emirates	Sign formal agreement	Bahrain	2014-09-23
Ashraf Ghani Ahmadzai	Sign formal agreement	John Kerry	2014-07-11
Japan	Sign formal agreement	China	2014-11-06
Japan	Sign formal agreement	South Korea	2014-03-28
Sergey Viktorovich Lavrov	Sign formal agreement	Foreign Affairs (Ukraine)	2014-04-21
Barack Obama	Sign formal agreement	Afghanistan	2014-02-26
South Korea	Sign formal agreement	Japan	2014-06-20
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-06-19
Iran	Sign formal agreement	Vietnam	2014-11-19
China	Sign formal agreement	Thailand	2014-12-24
Ashraf Ghani Ahmadzai	Sign formal agreement	China	2014-11-01
China	Sign formal agreement	Iran	2014-12-04
Japan	Sign formal agreement	South Korea	2014-10-02
Iraq	Sign formal agreement	Iran	2014-06-18
Barack Obama	Sign formal agreement	Xi Jinping	2014-03-25
Iran	Sign formal agreement	China	2014-05-28
North Korea	Sign formal agreement	South Korea	2014-05-19
Iran	Sign formal agreement	Iraq	2014-12-07
Ashraf Ghani Ahmadzai	Sign formal agreement	North Atlantic Treaty Organization	2014-10-03
Abdullah Abdullah	Sign formal agreement	Ashraf Ghani Ahmadzai	2014-07-10
China	Sign formal agreement	Iran	2014-03-21
North Korea	Sign formal agreement	South Korea	2014-04-05
Iraq	Sign formal agreement	Iran	2014-02-25
Japan	Sign formal agreement	Association of Southeast Asian Nations	2014-08-05
Iran	Sign formal agreement	Iraq	2014-11-19
Japan	Sign formal agreement	China	2014-11-11
Iraq	Sign formal agreement	Iran	2014-07-26
Mexico	Sign formal agreement	Iran	2014-09-13
South Korea	Sign formal agreement	Japan	2014-07-16
Iran	Sign formal agreement	China	2014-06-24
Iraq	Sign formal agreement	Iran	2014-06-02
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-11-08
Iran	Sign formal agreement	China	2014-07-11
Iran	Sign formal agreement	China	2014-06-22
North Atlantic Treaty Organization	Sign formal agreement	Afghanistan	2014-11-08
Iran	Sign formal agreement	Oman	2014-01-29
Iran	Sign formal agreement	Iraq	2014-12-29
Iraq	Sign formal agreement	Iran	2014-10-21
Japan	Sign formal agreement	China	2014-03-08
South Korea	Sign formal agreement	Japan	2014-03-09
New Zealand	Sign formal agreement	China	2014-03-20
Japan	Sign formal agreement	South Korea	2014-09-16
Japan	Sign formal agreement	South Korea	2014-03-21
South Korea	Sign formal agreement	China	2014-01-08
Iran	Sign formal agreement	China	2014-07-08
Iraq	Sign formal agreement	Iran	2014-12-31
Japan	Sign formal agreement	South Korea	2014-02-08
China	Sign formal agreement	South Africa	2014-12-07
Iran	Sign formal agreement	China	2014-05-22
Kuwait	Sign formal agreement	Iran	2014-11-12
China	Sign formal agreement	South Korea	2014-07-20
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-02-20
Malaysia	Sign formal agreement	Philippines	2014-11-19
China	Sign formal agreement	South Korea	2014-06-17
Barack Obama	Sign formal agreement	Xi Jinping	2014-07-15
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-01-26
China	Sign formal agreement	South Korea	2014-04-28
Ashraf Ghani Ahmadzai	Sign formal agreement	John Kerry	2014-07-11
Japan	Sign formal agreement	South Korea	2014-03-20
Japan	Sign formal agreement	South Korea	2014-11-16
Tajikistan	Sign formal agreement	Iran	2014-08-28
Barack Obama	Sign formal agreement	Xi Jinping	2014-06-06
South Korea	Sign formal agreement	China	2014-07-14
South Korea	Sign formal agreement	China	2014-04-29
Iran	Sign formal agreement	China	2014-11-18
China	Sign formal agreement	South Africa	2014-06-03
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-11-20
South Korea	Sign formal agreement	China	2014-01-21
Malaysia	Sign formal agreement	China	2014-03-13
Abdullah Abdullah	Sign formal agreement	Ashraf Ghani Ahmadzai	2014-07-03
China	Sign formal agreement	South Africa	2014-04-22
Abdullah Abdullah	Sign formal agreement	Ashraf Ghani Ahmadzai	2014-10-23
Catherine Ashton	Sign formal agreement	John Kerry	2014-05-06
Xi Jinping	Sign formal agreement	Islam Karimov	2014-08-20
Armenia	Sign formal agreement	Iran	2014-10-22
Ashraf Ghani Ahmadzai	Sign formal agreement	John Kerry	2014-08-05
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-07-03
Japan	Sign formal agreement	South Korea	2014-11-13
Sergey Viktorovich Lavrov	Sign formal agreement	Foreign Affairs (Ukraine)	2014-03-26
Iran	Sign formal agreement	Iraq	2014-12-09
Japan	Sign formal agreement	South Korea	2014-07-27
China	Sign formal agreement	France	2014-03-19
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-07-16
France	Sign formal agreement	Japan	2014-04-11
Japan	Sign formal agreement	China	2014-12-27
China	Sign formal agreement	France	2014-06-18
Xi Jinping	Sign formal agreement	Islam Karimov	2014-09-12
Iraq	Sign formal agreement	Iran	2014-10-29
Iran	Sign formal agreement	Oman	2014-04-23
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-09-22
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-11-30
North Korea	Sign formal agreement	Japan	2014-03-21
China	Sign formal agreement	South Africa	2014-07-23
South Korea	Sign formal agreement	Japan	2014-03-30
North Korea	Sign formal agreement	South Korea	2014-10-08
China	Sign formal agreement	France	2014-04-07
China	Sign formal agreement	South Korea	2014-06-30
China	Sign formal agreement	South Korea	2014-04-12
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-03-10
Japan	Sign formal agreement	South Korea	2014-09-26
Iran	Sign formal agreement	China	2014-09-12
Mohammad Javad Zarif	Sign formal agreement	Catherine Ashton	2014-07-13
Afghanistan	Sign formal agreement	Barack Obama	2014-05-27
Malaysia	Sign formal agreement	China	2014-03-13
China	Sign formal agreement	Barack Obama	2014-11-15
North Korea	Sign formal agreement	Japan	2014-10-15
South Korea	Sign formal agreement	China	2014-07-03
North Korea	Sign formal agreement	Japan	2014-07-05
